Date;Open;High;Low;Close;Volume;Dividends;Stock Splits
2024-10-25 00:00:00+07:00;9.784.948.719.113.370;9.876.826.171.875;9.761.979.355.922.960;9.876.826.171.875;34847500;00.00;00.00
2024-10-28 00:00:00+07:00;9.945.735.026.809.400;9.945.735.026.809.400;97.390.107.421.875;97.390.107.421.875;39061500;00.00;00.00
2024-10-29 00:00:00+07:00;9.670.102.176.339.280;9.716.040.904.017.850;96.471.328.125;96.471.328.125;49680100;00.00;00.00
2024-10-30 00:00:00+07:00;9.440.408.316.349.630;9.555.255.132.850.240;9.440.408.316.349.630;950.931.640.625;114484100;00.00;00.00
2024-10-31 00:00:00+07:00;9.486.347.546.684.450;9.624.163.733.803.350;9.417.439.453.125;9.417.439.453.125;97553400;00.00;00.00
2024-11-01 00:00:00+07:00;9.440.408.427.945.140;9.578.224.609.375;9.440.408.427.945.140;9.578.224.609.375;47710000;00.00;00.00
2024-11-04 00:00:00+07:00;9.578.224.861.163.400;964.713.295.368.976;9.463.378.040.286.140;95.322.861.328.125;49275700;00.00;00.00
2024-11-05 00:00:00+07:00;9.463.377.901.785.710;9.716.040.904.017.850;9.463.377.901.785.710;96.471.328.125;50296500;00.00;00.00
2024-11-06 00:00:00+07:00;9.624.163.700.377.540;9.647.133.064.817.580;9.532.286.242.617.370;96.011.943.359.375;50324900;00.00;00.00
2024-11-07 00:00:00+07:00;9.486.348.426.462.680;9.601.195.259.712.830;93.485.322.265.625;93.485.322.265.625;131579100;00.00;00.00
2024-11-08 00:00:00+07:00;9.371.500.135.700.990;9.394.469.498.778.690;9.233.683.957.234.800;92.566.533.203.125;92166100;00.00;00.00
2024-11-11 00:00:00+07:00;9.003.990.924.284.820;92.336.845.703.125;9.003.990.924.284.820;92.336.845.703.125;128707600;00.00;00.00
2024-11-12 00:00:00+07:00;9.279.623.768.472.900;939.447.059.729.064;918.774.630.541.872;93.255.625;80378500;00.00;00.00
2024-11-13 00:00:00+07:00;939.447.059.729.064;9.417.439.963.054.180;93.255.625;93.255.625;62933100;00.00;00.00
2024-11-14 00:00:00+07:00;9.302.593.389.832.140;9.348.532.122.621.440;9.233.685.290.648.200;92.796.240.234.375;56381400;00.00;00.00
2024-11-15 00:00:00+07:00;9.233.685.393.312.340;9.440.409.693.162.620;9.233.685.393.312.340;93.485.322.265.625;63598200;00.00;00.00
2024-11-18 00:00:00+07:00;9.256.654.189.453.120;9.302.592.919.921.870;918.774.609.375;918.774.609.375;65716200;00.00;00.00
2024-11-19 00:00:00+07:00;9.095.868.525.661.200;9.210.715.350.480.160;9.095.868.525.661.200;9.118.837.890.625;85295300;00.00;00.00
2024-11-20 00:00:00+07:00;9.210.714.594.157.100;9.325.561.409.545.590;9.187.745.231.079.400;92.566.533.203.125;58584400;00.00;00.00
2024-11-21 00:00:00+07:00;9.233.570.947.017.760;9.233.570.947.017.760;90.950.673.828.125;90.950.673.828.125;93181200;50.00.00;00.00
2024-11-22 00:00:00+07:00;9.164.319.164.915.130;9.187.403.092.282.670;90.950.673.828.125;90.950.673.828.125;58396100;00.00;00.00
2024-11-25 00:00:00+07:00;9.187.402.862.023.950;9.418.242.129.914.000;9.141.235.008.445.940;9.395.158.203.125;165369400;00.00;00.00
2024-11-26 00:00:00+07:00;94.644.095.703.125;94.644.095.703.125;92.335.703.125;92.335.703.125;62310100;00.00;00.00
2024-11-28 00:00:00+07:00;921.048.638.671.875;930.282.208.984.375;916.431.853.515.625;92.335.703.125;57443500;00.00;00.00
2024-11-29 00:00:00+07:00;92.335.703.125;9.325.906.015.625;9.187.402.460.937.500;92.335.703.125;76886000;00.00;00.00
2024-12-02 00:00:00+07:00;9.233.569.711.538.460;9.279.737.560.096.150;900.273.046.875;900.273.046.875;87879600;00.00;00.00
2024-12-03 00:00:00+07:00;925.665.373.918.122;9.441.325.135.474.110;914.123.411.649.816;94.182.412.109.375;126087100;00.00;00.00
2024-12-04 00:00:00+07:00;9.395.157.286.400.880;9.464.409.060.010.720;9.279.737.663.717.830;94.182.412.109.375;97876300;00.00;00.00
2024-12-05 00:00:00+07:00;946.441.015.625;9.556.745.865.091.460;9.441.326.229.039.630;946.441.015.625;96904400;00.00;00.00
2024-12-06 00:00:00+07:00;932.590.619.184.243;9.395.157.970.494.720;9.279.738.339.407.560;9.302.822.265.625;68247200;00.00;00.00
2024-12-09 00:00:00+07:00;9.256.654.086.937.650;95.567.451.171.875;9.233.570.161.533.810;95.567.451.171.875;64458400;00.00;00.00
2024-12-10 00:00:00+07:00;9.533.661.191.783.660;95.567.451.171.875;9.487.493.340.975.990;95.567.451.171.875;61230400;00.00;00.00
2024-12-11 00:00:00+07:00;9.441.324.705.860.310;962.599.609.375;9.441.324.705.860.310;962.599.609.375;37934300;00.00;00.00
2024-12-12 00:00:00+07:00;9.510.577.837.070.020;9.579.829.617.437.030;9.395.158.203.125;9.395.158.203.125;44780100;00.00;00.00
2024-12-13 00:00:00+07:00;9.348.989.075.618.000;9.441.324.770.192.000;9.256.653.381.044;92.797.373.046.875;75126400;00.00;00.00
2024-12-16 00:00:00+07:00;923.356.957.766.089;9.348.989.197.381.650;923.356.957.766.089;93.259.052.734.375;57746100;00.00;00.00
2024-12-17 00:00:00+07:00;9.187.402.225.378.780;9.279.737.926.136.360;9.141.234.375;9.141.234.375;99845900;00.00;00.00
2024-12-18 00:00:00+07:00;9.141.234.135.841.830;9.256.653.758.769.130;90.488.984.375;90.488.984.375;84868500;00.00;00.00
2024-12-19 00:00:00+07:00;8.956.562.439.437.980;9.025.814.210.876.930;8.818.058.896.560.070;8.933.478.515.625;104254100;00.00;00.00
2024-12-20 00:00:00+07:00;891.039.453.125;9.002.730.225.874.350;8.887.310.607.593.910;891.039.453.125;91576900;00.00;00.00
2024-12-23 00:00:00+07:00;895.656.364.889.706;909.506.721.047.794;895.656.364.889.706;90.258.154.296.875;43292100;00.00;00.00
2024-12-24 00:00:00+07:00;9.095.066.165.865.380;9.141.234.014.423.070;900.273.046.875;900.273.046.875;32415700;00.00;00.00
2024-12-27 00:00:00+07:00;90.488.984.375;9.071.982.362.085.450;8.979.646.663.743.620;90.488.984.375;24016700;00.00;00.00
2024-12-30 00:00:00+07:00;9.048.898.134.689.920;9.071.982.058.502.900;8.933.478.515.625;8.933.478.515.625;56350100;00.00;00.00
2025-01-02 00:00:00+07:00;891.039.512.310.606;9.141.234.375;891.039.512.310.606;9.141.234.375;38124800;00.00;00.00
2025-01-03 00:00:00+07:00;90.950.673.828.125;9.164.319.164.915.130;9.071.983.455.444.950;90.950.673.828.125;41916000;00.00;00.00
2025-01-06 00:00:00+07:00;9.095.065.982.315.890;9.118.149.906.128.870;8.910.394.591.812.010;8.933.478.515.625;41593900;00.00;00.00
2025-01-07 00:00:00+07:00;8.933.479.138.471.940;8.979.646.989.316.760;87.949.755.859.375;87.949.755.859.375;71318600;00.00;00.00
2025-01-08 00:00:00+07:00;8.933.478.515.625;9.025.814.210.876.930;8.841.142.820.373.060;8.933.478.515.625;55943100;00.00;00.00
2025-01-09 00:00:00+07:00;9.002.731.673.342.320;9.118.151.310.180.040;8.979.647.745.974.770;90.950.673.828.125;42733800;00.00;00.00
2025-01-10 00:00:00+07:00;9.048.898.256.748.070;9.164.317.877.369.850;8.979.646.484.375;8.979.646.484.375;72531300;00.00;00.00
2025-01-13 00:00:00+07:00;888.731.066.799.903;897.964.636.325.097;888.731.066.799.903;8.933.478.515.625;88270100;00.00;00.00
2025-01-14 00:00:00+07:00;8.864.227.362.204.720;8.979.646.989.316.760;87.949.755.859.375;87.949.755.859.375;70942600;00.00;00.00
2025-01-15 00:00:00+07:00;8.841.143.116.230.860;90.488.984.375;8.818.059.191.645.400;90.488.984.375;77098000;00.00;00.00
2025-01-16 00:00:00+07:00;9.095.066.165.865.380;9.164.317.938.701.920;900.273.046.875;900.273.046.875;76979000;00.00;00.00
2025-01-17 00:00:00+07:00;9.002.730.823.863.630;9.141.234.375;891.039.512.310.606;9.141.234.375;71033100;00.00;00.00
2025-01-20 00:00:00+07:00;9.095.067.857.142.850;9.118.151.785.714.280;88.873.125;88.873.125;112111200;00.00;00.00
2025-01-21 00:00:00+07:00;8.864.227.480.417.750;8.933.479.257.608.510;8.818.059.628.957.240;88.411.435.546.875;124547900;00.00;00.00
2025-01-22 00:00:00+07:00;891.039.539.082.845;8.933.479.316.711.420;8.841.143.613.179.520;88.642.275.390.625;90154800;00.00;00.00
2025-01-23 00:00:00+07:00;88.642.275.390.625;9.002.731.094.360.350;88.642.275.390.625;88.642.275.390.625;120515400;00.00;00.00
2025-01-24 00:00:00+07:00;888.731.086.282.169;8.910.394.787.140.700;86.333.876.953.125;86.333.876.953.125;152057000;00.00;00.00
2025-01-30 00:00:00+07:00;8.448.716.796.875;8.564.136.425.247.600;8.448.716.796.875;8.448.716.796.875;154645800;00.00;00.00
2025-01-31 00:00:00+07:00;8.541.052.233.176.250;8.771.891.482.721.560;8.517.968.308.221.720;87.257.236.328.125;112982800;00.00;00.00
2025-02-03 00:00:00+07:00;8.679.555.543.950.530;8.679.555.543.950.530;8.517.968.073.717.410;86.333.876.953.125;90439900;00.00;00.00
2025-02-04 00:00:00+07:00;8.633.388.262.091.280;8.679.556.113.760.210;847.180.078.125;847.180.078.125;94607700;00.00;00.00
2025-02-05 00:00:00+07:00;8.402.548.886.986.300;8.471.800.663.527.390;8.402.548.886.986.300;84.256.328.125;98229900;00.00;00.00
2025-02-06 00:00:00+07:00;8.379.464.543.688.890;8.402.548.468.051.670;8.171.709.224.423.880;8.264.044.921.875;171477800;00.00;00.00
2025-02-07 00:00:00+07:00;8.264.044.906.208.220;86.333.876.953.125;8.148.625.284.613.130;86.333.876.953.125;131162200;00.00;00.00
2025-02-10 00:00:00+07:00;8.333.297.168.502.390;8.541.052.499.573.080;8.333.297.168.502.390;8.448.716.796.875;76209100;00.00;00.00
2025-02-11 00:00:00+07:00;8.333.296.993.371.210;8.402.548.768.939.390;8.310.213.068.181.810;837.946.484.375;71188300;00.00;00.00
2025-02-12 00:00:00+07:00;8.264.045.391.478.820;8.448.716.796.875;8.264.045.391.478.820;8.448.716.796.875;121172600;00.00;00.00
2025-02-13 00:00:00+07:00;8.402.548.589.409.720;8.448.716.438.802.080;8.310.212.890.625;8.310.212.890.625;90439700;00.00;00.00
2025-02-14 00:00:00+07:00;8.310.212.830.779.940;8.379.464.604.369.770;8.264.044.981.720.050;828.712.890.625;116274500;00.00;00.00
2025-02-17 00:00:00+07:00;828.712.877.272.537;86.103.037.109.375;828.712.877.272.537;86.103.037.109.375;89096400;00.00;00.00
2025-02-18 00:00:00+07:00;8.610.303.650.558.630;8.841.142.890.519.990;8.541.051.878.570.220;85.872.197.265.625;107318300;00.00;00.00
2025-02-19 00:00:00+07:00;8.517.968.089.865.570;8.541.052.014.228.350;8.264.044.921.875;8.264.044.921.875;154438200;00.00;00.00
2025-02-20 00:00:00+07:00;828.712.896.592.882;833.329.681.532.118;8.264.045.041.232.630;8.310.212.890.625;119260800;00.00;00.00
2025-02-21 00:00:00+07:00;8.264.045.041.232.630;8.310.212.890.625;8.240.961.116.536.450;8.310.212.890.625;106054700;00.00;00.00
2025-02-24 00:00:00+07:00;82.409.609.375;8.287.128.785.889.350;8.194.793.089.110.640;82.409.609.375;108530300;00.00;00.00
2025-02-25 00:00:00+07:00;8.217.877.755.400.140;8.310.213.460.516.990;81.486.259.765.625;81.486.259.765.625;101592700;00.00;00.00
2025-02-26 00:00:00+07:00;8.125.541.444.088.310;8.217.877.142.316.590;8.056.289.670.417.110;810.245.751.953.125;117843500;00.00;00.00
2025-02-27 00:00:00+07:00;8.125.541.330.645.160;8.125.541.330.645.160;7.848.534.239.827.710;78.716.181.640.625;199991600;00.00;00.00
2025-02-28 00:00:00+07:00;7.871.618.908.800.070;8.010.122.467.312.680;7.779.283.203.125;7.779.283.203.125;293095000;00.00;00.00
2025-03-03 00:00:00+07:00;7.940.870.583.274.140;8.217.877.696.644.170;789.470.273.104.581;81.255.419.921.875;192944300;00.00;00.00
2025-03-04 00:00:00+07:00;8.217.877.322.784.250;8.240.961.247.848.250;8.010.121.997.208.240;817.170.947.265.625;125418500;00.00;00.00
2025-03-05 00:00:00+07:00;8.148.625.417.751.730;8.471.800.363.498.260;8.148.625.417.751.730;8.310.212.890.625;155207900;00.00;00.00
2025-03-06 00:00:00+07:00;8.494.884.227.019.490;8.494.884.227.019.490;828.712.890.625;828.712.890.625;96270100;00.00;00.00
2025-03-07 00:00:00+07:00;8.310.212.710.084.030;8.310.212.710.084.030;82.409.609.375;82.409.609.375;82295300;00.00;00.00
2025-03-10 00:00:00+07:00;8.079.373.468.137.250;8.287.128.785.889.350;8.056.289.543.942.570;82.409.609.375;97652100;00.00;00.00
2025-03-11 00:00:00+07:00;8.264.044.861.694.670;835.638.055.847.339;8.194.793.089.110.640;82.409.609.375;109295600;00.00;00.00
2025-03-12 00:00:00+07:00;8.333.297.110.445.200;84.256.328.125;8.287.129.259.417.800;84.256.328.125;87968900;00.00;00.00
2025-03-13 00:00:00+07:00;844.871.637.795.961;8.471.800.302.489.550;828.712.890.625;828.712.890.625;83030700;00.00;00.00
2025-03-14 00:00:00+07:00;8.125.541.875;824.096.150.390.625;80.793.740.234.375;80.793.740.234.375;111397800;00.00;00.00
2025-03-17 00:00:00+07:00;8.079.373.665.743.090;8.102.457.590.502.360;78.947.022.676.689.600;79.408.701.171.875;151365700;00.00;00.00
2025-03-18 00:00:00+07:00;7.848.534.185.570.400;7.894.702.033.720.820;7.456.107.476.291.880;766.386.279.296.875;417305700;00.00;00.00
2025-03-19 00:00:00+07:00;7.663.862.853.087.460;7.756.198.550.112.610;75.946.110.803.186;768.694.677.734.375;214108200;00.00;00.00
2025-03-20 00:00:00+07:00;7.802.366.519.939.360;7.825.450.444.554.570;7.710.030.821.478.540;773.311.474.609.375;152917300;00.00;00.00
2025-03-21 00:00:00+07:00;7.875.880.289.198.470;7.875.880.289.198.470;751.896.728.515.625;751.896.728.515.625;377916400;250.00.00;00.00
2025-03-24 00:00:00+07:00;7.447.584.182.451.350;7.709.320.367.777.120;7.257.230.593.123.520;756.655.517.578.125;331836800;00.00;00.00
2025-03-25 00:00:00+07:00;7.685.526.621.942.930;7.756.909.222.146.730;761.414.402.173.913;7.661.732.421.875;136341700;00.00;00.00
2025-03-26 00:00:00+07:00;78.996.739.884.989;8.232.792.771.146.440;7.875.879.789.738.360;811.382.177.734.375;283104600;00.00;00.00
2025-03-27 00:00:00+07:00;8.018.645.233.513.320;8.161.410.430.549.170;7.971.056.834.501.370;809.002.783.203.125;122943900;00.00;00.00
2025-04-08 00:00:00+07:00;7.043.083.098.874.590;7.614.143.890.675.240;6.924.112.100.582.790;739.999.609.375;533073600;00.00;00.00
2025-04-09 00:00:00+07:00;732.861.343.528.194;7.566.555.429.933.950;7.304.819.235.816.730;754.276.123.046.875;136753900;00.00;00.00
2025-04-10 00:00:00+07:00;8.090.028.198.613.220;823.279.340.211.816;7.780.703.591.019.180;78.282.919.921.875;144148600;00.00;00.00
2025-04-11 00:00:00+07:00;7.804.497.285.687.310;792.346.828.089.596;7.661.732.091.436.930;78.758.798.828.125;82603000;00.00;00.00
2025-04-14 00:00:00+07:00;7.852.085.876.464.840;799.485.107.421.875;7.852.085.876.464.840;799.485.107.421.875;83319300;00.00;00.00
2025-04-15 00:00:00+07:00;816.141.064.453.125;8.185.204.844.661.070;8.042.439.643.882.100;816.141.064.453.125;83431800;00.00;00.00
2025-04-16 00:00:00+07:00;809.002.759.725.295;8.137.615.994.883.840;80.186.450.008.066;80.662.333.984.375;76874900;00.00;00.00
2025-04-17 00:00:00+07:00;8.042.439.433.019.300;809.002.783.203.125;7.947.262.634.995.400;809.002.783.203.125;83540600;00.00;00.00
2025-04-21 00:00:00+07:00;809.002.741.434.488;809.002.741.434.488;7.899.673.828.125;7.899.673.828.125;40683800;00.00;00.00
2025-04-22 00:00:00+07:00;792.346.843.548.943;809.002.783.203.125;792.346.843.548.943;809.002.783.203.125;56537100;00.00;00.00
2025-04-23 00:00:00+07:00;8.137.616.381.626.070;830.417.578.125;8.137.616.381.626.070;830.417.578.125;92329600;00.00;00.00
2025-04-24 00:00:00+07:00;8.423.146.380.669.240;8.423.146.380.669.240;80.662.333.984.375;80.662.333.984.375;143675300;00.00;00.00
2025-04-25 00:00:00+07:00;8.232.792.988.621.910;8.232.792.988.621.910;816.141.039.045.467;818.520.458.984.375;58297000;00.00;00.00
2025-04-28 00:00:00+07:00;832.796.947.337.963;8.351.763.671.875;8.232.792.679.398.140;8.351.763.671.875;73235400;00.00;00.00
2025-04-29 00:00:00+07:00;8.375.558.381.088.820;83.993.525.810.351;8.280.381.581.303.720;830.417.578.125;60315700;00.00;00.00
2025-04-30 00:00:00+07:00;8.375.558.339.235.120;849.452.933.837.199;8.256.587.340.098.260;83.993.525.390.625;164597500;00.00;00.00
2025-05-02 00:00:00+07:00;8.565.911.385.793.870;8.565.911.385.793.870;842.314.619.603.064;85.421.171.875;92219000;00.00;00.00
2025-05-05 00:00:00+07:00;8.565.911.385.793.870;8.613.499.782.381.610;85.421.171.875;85.421.171.875;86385600;00.00;00.00
2025-05-06 00:00:00+07:00;8.613.500.254.284.970;8.613.500.254.284.970;8.542.117.655.492.550;85.897.060.546.875;48860500;00.00;00.00
2025-05-07 00:00:00+07:00;86.372.939.453.125;8.661.088.143.508.950;856.591.135.072.314;86.372.939.453.125;77382000;00.00;00.00
2025-05-08 00:00:00+07:00;8.637.293.980.675.480;8.756.264.972.144.840;8.494.528.790.912.250;85.421.171.875;99614500;00.00;00.00
2025-05-09 00:00:00+07:00;861.349.952.799.479;861.349.952.799.479;8.542.116.935.221.350;85.659.111.328.125;47167500;00.00;00.00
2025-05-14 00:00:00+07:00;8.803.853.262.929.580;8.851.441.658.945.410;870.867.647.089.791;88.276.474.609.375;149002900;00.00;00.00
2025-05-15 00:00:00+07:00;88.276.474.609.375;8.946.618.450.977.080;8.803.853.262.929.580;88.276.474.609.375;101401300;00.00;00.00
2025-05-16 00:00:00+07:00;885.144.140.625;8.875.235.603.578.620;8.780.058.814.264.110;885.144.140.625;63007500;00.00;00.00
2025-05-19 00:00:00+07:00;8.827.648.100.842.920;90.417.958.984.375;8.803.853.901.110.190;90.417.958.984.375;111597200;00.00;00.00
2025-05-20 00:00:00+07:00;9.041.796.153.529.020;920.835.555.635.719;9.018.001.953.125;9.018.001.953.125;160614800;00.00;00.00
2025-05-21 00:00:00+07:00;92.321.494.140.625;9.255.943.613.583.270;9.089.384.216.937.820;92.321.494.140.625;169739200;00.00;00.00
2025-05-22 00:00:00+07:00;9.327.325.736.722.790;9.327.325.736.722.790;9.184.560.546.875;9.184.560.546.875;103113000;00.00;00.00
2025-05-23 00:00:00+07:00;92.083.544.921.875;9.232.148.689.841.730;9.160.766.096.879.030;92.083.544.921.875;48521800;00.00;00.00
2025-05-26 00:00:00+07:00;9.136.973.376.623.370;9.184.561.779.626.620;9.041.796.570.616.880;9.160.767.578.125;56625300;00.00;00.00
2025-05-27 00:00:00+07:00;9.089.383.825.231.480;9.136.972.222.222.220;899.420.703.125;899.420.703.125;93212000;00.00;00.00
2025-05-28 00:00:00+07:00;8.994.207.540.309.170;9.089.384.339.677.520;8.946.619.140.625;8.946.619.140.625;236950800;00.00;00.00
2025-06-02 00:00:00+07:00;8.589.706.266.633.750;8.732.471.467.741.240;8.589.706.266.633.750;86.610.888.671.875;264428700;00.00;00.00
2025-06-03 00:00:00+07:00;8613.05.00;8.684.882.596.685.080;8.518.323.204.419.880;8613.05.00;128318100;00.00;00.00
2025-06-04 00:00:00+07:00;866.108.817.896.936;8.684.882.377.263.230;8.518.322.989.206.120;85.421.171.875;93357200;00.00;00.00
2025-06-05 00:00:00+07:00;8.565.910.911.239.490;8.613.499.305.190.820;8.470.734.123.336.830;84.945.283.203.125;95529000;00.00;00.00
2025-06-10 00:00:00+07:00;8.542.117.866.264.590;86.610.888.671.875;8.518.323.666.080.010;86.610.888.671.875;80406400;00.00;00.00
2025-06-11 00:00:00+07:00;8.661.088.397.790.050;8.684.882.596.685.080;8613.05.00;8613.05.00;56632600;00.00;00.00
2025-06-12 00:00:00+07:00;8.565.911.815.068.490;86.848.828.125;8.565.911.815.068.490;86.848.828.125;41337300;00.00;00.00
2025-06-13 00:00:00+07:00;8.661.088.653.479.910;868.488.285.307.739;8.542.117.655.492.550;85.897.060.546.875;83318000;00.00;00.00
2025-06-16 00:00:00+07:00;84.945.283.203.125;8.565.910.911.239.490;8.470.734.123.336.830;84.945.283.203.125;57825000;00.00;00.00
2025-06-17 00:00:00+07:00;8.542.117.152.526.680;8.661.088.143.508.950;8.542.117.152.526.680;86.372.939.453.125;54927900;00.00;00.00
2025-06-18 00:00:00+07:00;8.518.323.752.413.970;8.589.706.353.691.180;84.707.353.515.625;84.707.353.515.625;86270200;00.00;00.00
2025-06-19 00:00:00+07:00;8.470.734.664.351.850;8.494.528.862.847.220;832.796.947.337.963;8.351.763.671.875;78879500;00.00;00.00
2025-06-20 00:00:00+07:00;82.803.818.359.375;8.446.941.240.683.360;8.208.999.233.903.550;82.803.818.359.375;445915100;00.00;00.00
2025-06-23 00:00:00+07:00;816.141.062.330.163;8.280.381.623.641.300;8.090.028.023.097.820;82.089.990.234.375;87324500;00.00;00.00
2025-06-24 00:00:00+07:00;830.417.527.488.426;8.423.146.267.361.110;8.280.381.076.388.880;8.351.763.671.875;110158900;00.00;00.00
2025-06-25 00:00:00+07:00;8.304.175.586.789.150;8.351.763.985.567.310;8.066.233.592.898.340;818.520.458.984.375;117561000;00.00;00.00
2025-06-26 00:00:00+07:00;8.113.821.972.091.760;823.279.296.875;8.113.821.972.091.760;823.279.296.875;117281700;00.00;00.00
2025-06-30 00:00:00+07:00;8.161.410.119.664.080;8.399.352.105.660.120;8.137.615.921.064.480;82.565.869.140.625;185441800;00.00;00.00
2025-07-01 00:00:00+07:00;8.327.970.237.293.460;8.351.764.437.971.440;8.185.205.033.225.570;82.803.818.359.375;82364500;00.00;00.00
2025-07-02 00:00:00+07:00;8.161.410.119.664.080;82.565.869.140.625;8.161.410.119.664.080;82.565.869.140.625;68545100;00.00;00.00
2025-07-03 00:00:00+07:00;8.280.381.387.400.070;8.327.969.786.178.230;818.520.458.984.375;818.520.458.984.375;50370800;00.00;00.00
2025-07-04 00:00:00+07:00;823.279.296.875;8.280.381.367.413.290;813.761.617.142.341;823.279.296.875;43593300;00.00;00.00
2025-07-07 00:00:00+07:00;82.089.990.234.375;8.232.793.223.505.430;8.137.616.423.233.690;82.089.990.234.375;49936900;00.00;00.00
2025-07-08 00:00:00+07:00;8.137.616.231.043.190;8.185.204.630.055.140;8.018.645.233.513.320;809.002.783.203.125;215611000;00.00;00.00
2025-07-09 00:00:00+07:00;809.002.783.203.125;8.137.616.231.043.190;8.042.439.433.019.300;809.002.783.203.125;94459300;00.00;00.00
2025-07-10 00:00:00+07:00;8.113.821.991.676.500;8.232.792.988.621.910;80.900.277.922.874.200;818.520.458.984.375;111769400;00.00;00.00
2025-07-11 00:00:00+07:00;816.141.062.330.163;825.658.742.357.337;816.141.062.330.163;82.089.990.234.375;135986500;00.00;00.00
2025-07-14 00:00:00+07:00;8.232.792.771.146.440;8.256.586.969.906.980;8.042.439.181.062.130;811.382.177.734.375;125196000;00.00;00.00
2025-07-15 00:00:00+07:00;81.852.046.098.318.700;81.852.046.098.318.700;8.066.233.612.595.940;81.376.162.109.375;77219300;00.00;00.00
2025-07-16 00:00:00+07:00;8.137.615.976.104.280;8.185.204.373.625.360;8.090.027.578.583.210;811.382.177.734.375;97475300;00.00;00.00
2025-07-17 00:00:00+07:00;8.090.027.578.583.210;8.137.615.976.104.280;8.090.027.578.583.210;811.382.177.734.375;86016400;00.00;00.00
2025-07-18 00:00:00+07:00;81.376.165.094.120.900;8.161.410.709.732.010;80.186.455.078.125;80.186.455.078.125;80432200;00.00;00.00
2025-07-21 00:00:00+07:00;804.243.896.484.375;8.090.027.361.085.420;7.971.056.370.481.230;804.243.896.484.375;95383500;00.00;00.00
2025-07-22 00:00:00+07:00;8.042.439.473.470.050;8.066.233.673.095.700;799.485.107.421.875;799.485.107.421.875;77981700;00.00;00.00
2025-07-23 00:00:00+07:00;8.042.439.708.132.410;8.090.028.108.772.250;7.994.851.307.492.580;80.186.455.078.125;70969500;00.00;00.00
2025-07-24 00:00:00+07:00;8.066.233.632.525.270;8.137.616.231.043.190;8.042.439.433.019.300;809.002.783.203.125;138256800;00.00;00.00
2025-07-25 00:00:00+07:00;8.090.027.361.085.420;8.113.821.559.206.260;804.243.896.484.375;804.243.896.484.375;58682800;00.00;00.00
2025-07-28 00:00:00+07:00;8.208.998.829.561.120;8.208.998.829.561.120;8.066.233.632.525.270;809.002.783.203.125;99484300;00.00;00.00
2025-07-29 00:00:00+07:00;80.900.278.727.213.500;80.900.278.727.213.500;7.971.056.874.593.090;799.485.107.421.875;104240300;00.00;00.00
2025-07-30 00:00:00+07:00;8.066.233.436.333.950;8.066.233.436.333.950;7.923.468.242.770.520;7.971.056.640.625;98098100;00.00;00.00
2025-07-31 00:00:00+07:00;7.947.262.479.937.680;7.971.056.678.979.410;7.852.085.683.770.770;78.758.798.828.125;206006300;00.00;00.00
2025-08-01 00:00:00+07:00;799.485.062.123.494;8.018.644.819.512.420;7.899.673.828.125;7.899.673.828.125;86196100;00.00;00.00
2025-08-04 00:00:00+07:00;792.346.828.089.596;7.947.262.479.937.680;78.758.798.828.125;78.758.798.828.125;49054500;00.00;00.00
2025-08-05 00:00:00+07:00;7.947.262.906.852.740;8.042.439.708.132.410;7.923.468.706.532.820;80.186.455.078.125;69475900;00.00;00.00
2025-08-06 00:00:00+07:00;8.018.644.819.512.420;8.018.644.819.512.420;7.899.673.828.125;7.899.673.828.125;56325400;00.00;00.00
2025-08-07 00:00:00+07:00;79.234.680.264.024.800;794.726.222.467.997;7.899.673.828.125;7.899.673.828.125;43621300;00.00;00.00
2025-08-08 00:00:00+07:00;79.234.680.264.024.800;799.485.062.123.494;7.899.673.828.125;7.899.673.828.125;68378700;00.00;00.00
2025-08-11 00:00:00+07:00;8.090.027.812.043.120;81.376.162.109.375;8.018.645.213.701.570;81.376.162.109.375;128561300;00.00;00.00
2025-08-12 00:00:00+07:00;8.208.998.692.399.360;8.446.940.683.483.400;8.161.410.294.182.550;8.423.146.484.375;171015700;00.00;00.00
2025-08-13 00:00:00+07:00;854.211.671.426.383;854.211.671.426.383;8.304.174.744.507.170;84.945.283.203.125;129083900;00.00;00.00
2025-08-14 00:00:00+07:00;8.494.528.862.847.220;8.518.323.061.342.590;832.796.947.337.963;8.351.763.671.875;122930900;00.00;00.00
2025-08-15 00:00:00+07:00;8.399.352.839.327.400;8.423.147.040.005.380;82.803.818.359.375;82.803.818.359.375;68754200;00.00;00.00
2025-08-19 00:00:00+07:00;8.185.204.630.055.140;8.185.204.630.055.140;8.042.439.433.019.300;809.002.783.203.125;128591700;00.00;00.00
2025-08-20 00:00:00+07:00;7.971.056.584.780.510;8.185.204.373.625.360;7.947.262.386.019.970;811.382.177.734.375;202260200;00.00;00.00
2025-08-21 00:00:00+07:00;81.376.162.109.375;8.161.410.410.384.680;8.090.027.812.043.120;81.376.162.109.375;69470200;00.00;00.00
2025-08-22 00:00:00+07:00;8.161.409.955.447.940;8.161.409.955.447.940;804.243.896.484.375;804.243.896.484.375;66394100;00.00;00.00
2025-08-25 00:00:00+07:00;81.138.217.960.684;8.137.615.994.883.840;80.662.333.984.375;80.662.333.984.375;64052700;00.00;00.00
2025-08-26 00:00:00+07:00;8.042.439.535.984.840;8.066.233.735.795.450;78.520.859.375;78.520.859.375;326794200;00.00;00.00
